mirabest_filename,mirabest_split,mirabest_ra,mirabest_dec,mirabest_label,crumb_filename,crumb_split,crumb_ra,crumb_dec,crumb_label,coord_offset_deg,pixel_mean_abs_diff,labels_agree
./MiraBest_data/100_010.451-009.284_0.0529_0080.60.png,train,10.451,-9.284,100,./CombinedCat/PNG/Scaled_Final/010.451_-009.284.png,train,10.451,-9.284,FRI,0.0,0.002356,True
./MiraBest_data/100_203.220+057.622_0.2218_0032.74.png,train,203.22,57.622,100,./CombinedCat/PNG/Scaled_Final/203.220_+057.622.png,train,203.22,57.622,FRI,0.0,0.000311,True
./MiraBest_data/100_222.254+040.012_0.1854_0188.05.png,train,222.254,40.012,100,./CombinedCat/PNG/Scaled_Final/222.254_+040.012.png,train,222.254,40.012,FRII,0.0,0.002133,False
./MiraBest_data/100_206.173+040.467_0.0754_0017.81.png,train,206.173,40.467,100,./CombinedCat/PNG/Scaled_Final/206.173_+040.467.png,train,206.173,40.467,FRI,0.0,0.0004,True
./MiraBest_data/100_224.311+023.495_0.3285_0036.44.png,train,224.311,23.495,100,./CombinedCat/PNG/Scaled_Final/224.311_+023.495.png,train,224.311,23.495,FRI,0.0,0.004356,True
./MiraBest_data/100_141.563+016.854_0.2120_0023.87.png,train,141.563,16.854,100,./CombinedCat/PNG/Scaled_Final/141.563_+016.854.png,train,141.563,16.854,FRI,0.0,0.005556,True
./MiraBest_data/100_133.297+013.310_0.1259_0042.73.png,train,133.297,13.31,100,./CombinedCat/PNG/Scaled_Final/133.297_+013.310.png,train,133.297,13.31,FRI,0.0,0.003244,True
./MiraBest_data/100_225.309+009.990_0.3384_0046.22.png,train,225.309,9.99,100,./CombinedCat/PNG/Scaled_Final/225.309_+009.990.png,train,225.309,9.99,FRI,0.0,0.011956,True
./MiraBest_data/100_231.081+016.453_0.1525_0043.05.png,train,231.081,16.453,100,./CombinedCat/PNG/Scaled_Final/231.081_+016.453.png,train,231.081,16.453,FRI,0.0,0.001156,True
./MiraBest_data/100_190.400+016.343_0.0702_0110.34.png,train,190.4,16.343,100,./CombinedCat/PNG/Scaled_Final/190.400_+016.343.png,train,190.4,16.343,FRI,0.0,8.9e-05,True
./MiraBest_data/100_174.709+020.655_0.1806_0026.43.png,train,174.709,20.655,100,./CombinedCat/PNG/Scaled_Final/174.709_+020.655.png,train,174.709,20.655,FRI,0.0,0.0,True
./MiraBest_data/100_250.346+038.036_0.1626_0132.49.png,train,250.346,38.036,100,./CombinedCat/PNG/Scaled_Final/250.346_+038.036.png,test,250.346,38.036,FRI,0.0,0.003422,True
./MiraBest_data/100_120.907+010.845_0.1423_0082.92.png,train,120.907,10.845,100,./CombinedCat/PNG/Scaled_Final/120.907_+010.845.png,train,120.907,10.845,FRI,0.0,0.007689,True
./MiraBest_data/100_127.801+043.700_0.1114_0037.37.png,train,127.801,43.7,100,./CombinedCat/PNG/Scaled_Final/127.801_+043.700.png,train,127.801,43.7,FRI,0.0,0.007244,True
./MiraBest_data/100_172.683+034.913_0.2047_0033.10.png,train,172.683,34.913,100,./CombinedCat/PNG/Scaled_Final/172.683_+034.913.png,train,172.683,34.913,FRI,0.0,0.016178,True
./MiraBest_data/100_142.745+003.808_0.0890_0212.98.png,train,142.745,3.808,100,./CombinedCat/PNG/Scaled_Final/142.745_+003.808.png,train,142.745,3.808,FRI,0.0,0.020844,True
./MiraBest_data/100_135.529+011.009_0.3496_0048.53.png,train,135.529,11.009,100,./CombinedCat/PNG/Scaled_Final/135.529_+011.009.png,train,135.529,11.009,FRI,0.0,0.001422,True
./MiraBest_data/100_126.001+015.580_0.0930_0057.51.png,train,126.001,15.58,100,./CombinedCat/PNG/Scaled_Final/126.001_+015.580.png,train,126.001,15.58,FRI,0.0,0.0,True
./MiraBest_data/200_186.668+025.649_0.1344_0035.97.png,train,186.668,25.649,200,./CombinedCat/PNG/Scaled_Final/186.668_+025.649.png,train,186.668,25.649,FRII,0.0,0.009022,True
./MiraBest_data/200_218.704-002.250_0.2906_0051.40.png,train,218.704,-2.25,200,./CombinedCat/PNG/Scaled_Final/218.704_-002.250.png,train,218.704,-2.25,FRII,0.0,0.003733,True
./MiraBest_data/200_191.046+014.482_0.2720_0008.80.png,train,191.046,14.482,200,./CombinedCat/PNG/Scaled_Final/191.046_+014.482.png,train,191.046,14.482,FRII,0.0,0.002711,True
./MiraBest_data/200_219.329+040.716_0.4007_0016.95.png,train,219.329,40.716,200,./CombinedCat/PNG/Scaled_Final/219.329_+040.716.png,train,219.329,40.716,FRII,0.0,0.002622,True
./MiraBest_data/200_123.432+052.961_0.1381_0028.95.png,train,123.432,52.961,200,./CombinedCat/PNG/Scaled_Final/123.432_+052.961.png,train,123.432,52.961,FRII,0.0,0.001556,True
./MiraBest_data/200_229.101-000.830_0.3760_0009.24.png,train,229.101,-0.83,200,./CombinedCat/PNG/Scaled_Final/229.101_-000.830.png,train,229.101,-0.83,FRI,0.0,0.0008,False
./MiraBest_data/200_160.918+030.883_0.4356_0020.41.png,train,160.918,30.883,200,./CombinedCat/PNG/Scaled_Final/160.918_+030.883.png,train,160.918,30.883,FRII,0.0,0.000533,True
./MiraBest_data/200_239.251+041.520_0.0847_0066.27.png,train,239.251,41.52,200,./CombinedCat/PNG/Scaled_Final/239.251_+041.520.png,test,239.251,41.52,FRI,0.0,0.004444,False
./MiraBest_data/200_188.626+041.160_0.1909_0084.95.png,train,188.626,41.16,200,./CombinedCat/PNG/Scaled_Final/188.626_+041.160.png,train,188.626,41.16,FRII,0.0,0.000844,True
./MiraBest_data/200_154.084+010.216_0.4181_0153.55.png,train,154.084,10.216,200,./CombinedCat/PNG/Scaled_Final/154.084_+010.216.png,train,154.084,10.216,FRII,0.0,0.708133,True
./MiraBest_data/200_126.269+012.735_0.3216_0111.43.png,train,126.269,12.735,200,./CombinedCat/PNG/Scaled_Final/126.269_+012.735.png,train,126.269,12.735,FRII,0.0,0.001511,True
./MiraBest_data/200_126.786+009.384_0.3721_0018.00.png,train,126.786,9.384,200,./CombinedCat/PNG/Scaled_Final/126.786_+009.384.png,train,126.786,9.384,FRII,0.0,0.001733,True
./MiraBest_data/200_148.625+058.212_0.4502_0017.25.png,train,148.625,58.212,200,./CombinedCat/PNG/Scaled_Final/148.625_+058.212.png,train,148.625,58.212,FRII,0.0,0.000489,True
./MiraBest_data/200_219.706+034.265_0.3407_0010.29.png,train,219.706,34.265,200,./CombinedCat/PNG/Scaled_Final/219.706_+034.265.png,train,219.706,34.265,FRII,0.0,0.000489,True
./MiraBest_data/200_198.644-001.728_0.2197_0050.01.png,train,198.644,-1.728,200,./CombinedCat/PNG/Scaled_Final/198.644_-001.728.png,train,198.644,-1.728,FRII,0.0,0.005556,True
./MiraBest_data/200_150.419+006.818_0.2266_0021.00.png,train,150.419,6.818,200,./CombinedCat/PNG/Scaled_Final/150.419_+006.818.png,train,150.419,6.818,FRII,0.0,0.000711,True
./MiraBest_data/200_199.275+043.954_0.0517_0019.94.png,train,199.275,43.954,200,./CombinedCat/PNG/Scaled_Final/199.275_+043.954.png,train,199.275,43.954,FRII,0.0,0.004267,True
./MiraBest_data/200_224.926+011.703_0.2484_0009.49.png,train,224.926,11.703,200,./CombinedCat/PNG/Scaled_Final/224.926_+011.703.png,train,224.926,11.703,FRI,0.0,0.003822,False
./MiraBest_data/200_203.848+017.837_0.2050_0065.25.png,train,203.848,17.837,200,./CombinedCat/PNG/Scaled_Final/203.848_+017.837.png,train,203.848,17.837,FRII,0.0,0.018044,True
./MiraBest_data/200_189.324+005.700_0.4800_0068.42.png,train,189.324,5.7,200,./CombinedCat/PNG/Scaled_Final/189.324_+005.700.png,train,189.324,5.7,FRII,0.0,0.003333,True
./MiraBest_data/200_224.051+020.011_0.2171_0015.49.png,train,224.051,20.011,200,./CombinedCat/PNG/Scaled_Final/224.051_+020.011.png,train,224.051,20.011,FRII,0.0,0.007556,True
./MiraBest_data/200_172.526+019.746_0.3174_0019.78.png,train,172.526,19.746,200,./CombinedCat/PNG/Scaled_Final/172.526_+019.746.png,train,172.526,19.746,FRII,0.0,0.002933,True
./MiraBest_data/200_214.691+040.535_0.2749_0022.27.png,train,214.691,40.535,200,./CombinedCat/PNG/Scaled_Final/214.691_+040.535.png,train,214.691,40.535,FRII,0.0,0.031156,True
./MiraBest_data/200_129.078+009.156_0.2242_0026.89.png,train,129.078,9.156,200,./CombinedCat/PNG/Scaled_Final/129.078_+009.156.png,train,129.078,9.156,FRII,0.0,0.001511,True
./MiraBest_data/200_222.135+044.382_0.2775_0021.27.png,train,222.135,44.382,200,./CombinedCat/PNG/Scaled_Final/222.135_+044.382.png,train,222.135,44.382,FRII,0.0,0.002178,True
./MiraBest_data/200_205.700+038.206_0.1720_0109.67.png,train,205.7,38.206,200,./CombinedCat/PNG/Scaled_Final/205.700_+038.206.png,train,205.7,38.206,FRII,0.0,0.0396,True
./MiraBest_data/200_120.947+053.802_0.1398_0008.89.png,train,120.947,53.802,200,./CombinedCat/PNG/Scaled_Final/120.947_+053.802.png,train,120.947,53.802,FRII,0.0,0.002044,True
./MiraBest_data/200_144.590+055.726_0.2212_0046.90.png,train,144.59,55.726,200,./CombinedCat/PNG/Scaled_Final/144.590_+055.726.png,train,144.59,55.726,FRII,0.0,0.005911,True
./MiraBest_data/200_125.193+006.626_0.2450_0010.02.png,train,125.193,6.626,200,./CombinedCat/PNG/Scaled_Final/125.193_+006.626.png,train,125.193,6.626,FRII,0.0,0.007422,True
./MiraBest_data/200_186.826+008.844_0.0885_0023.91.png,train,186.826,8.844,200,./CombinedCat/PNG/Scaled_Final/186.826_+008.844.png,train,186.826,8.844,FRII,0.0,0.010711,True
./MiraBest_data/200_165.795+004.311_0.3257_0010.10.png,train,165.795,4.311,200,./CombinedCat/PNG/Scaled_Final/165.795_+004.311.png,train,165.795,4.311,FRII,0.0,0.001111,True
./MiraBest_data/200_176.117+003.971_0.1274_0033.01.png,train,176.117,3.971,200,./CombinedCat/PNG/Scaled_Final/176.117_+003.971.png,train,176.117,3.971,FRII,0.0,0.001733,True
./MiraBest_data/200_230.951+005.579_0.1761_0087.31.png,train,230.951,5.579,200,./CombinedCat/PNG/Scaled_Final/230.951_+005.579.png,train,230.951,5.579,FRI,0.0,0.001333,False
./MiraBest_data/200_195.655+016.467_0.4956_0008.27.png,train,195.655,16.467,200,./CombinedCat/PNG/Scaled_Final/195.655_+016.467.png,train,195.655,16.467,FRII,0.0,8.9e-05,True
./MiraBest_data/200_182.351+056.335_0.4098_0013.35.png,train,182.351,56.335,200,./CombinedCat/PNG/Scaled_Final/182.351_+056.335.png,train,182.351,56.335,FRII,0.0,0.003289,True
./MiraBest_data/200_209.730+014.977_0.3660_0054.69.png,train,209.73,14.977,200,./CombinedCat/PNG/Scaled_Final/209.730_+014.977.png,train,209.73,14.977,FRII,0.0,0.004133,True
./MiraBest_data/200_167.177+030.399_0.4811_0009.29.png,train,167.177,30.399,200,./CombinedCat/PNG/Scaled_Final/167.177_+030.399.png,train,167.177,30.399,FRII,0.0,0.002622,True
./MiraBest_data/200_163.505+022.261_0.2603_0011.05.png,train,163.505,22.261,200,./CombinedCat/PNG/Scaled_Final/163.505_+022.261.png,train,163.505,22.261,FRII,0.0,0.003644,True
./MiraBest_data/200_206.263+009.790_0.1303_0089.12.png,train,206.263,9.79,200,./CombinedCat/PNG/Scaled_Final/206.263_+009.790.png,train,206.263,9.79,FRII,0.0,0.0428,True
./MiraBest_data/200_161.126+005.745_0.2453_0018.90.png,train,161.126,5.745,200,./CombinedCat/PNG/Scaled_Final/161.126_+005.745.png,train,161.126,5.745,FRII,0.0,0.004222,True
./MiraBest_data/200_212.628+063.317_0.1587_0178.38.png,train,212.628,63.317,200,./CombinedCat/PNG/Scaled_Final/212.628_+063.317.png,train,212.628,63.317,FRII,0.0,0.004844,True
./MiraBest_data/200_195.472+025.737_0.3104_0022.54.png,train,195.472,25.737,200,./CombinedCat/PNG/Scaled_Final/195.472_+025.737.png,train,195.472,25.737,FRII,0.0,0.000756,True
./MiraBest_data/200_179.554+030.107_0.1389_0020.61.png,train,179.554,30.107,200,./CombinedCat/PNG/Scaled_Final/179.554_+030.107.png,train,179.554,30.107,FRII,0.0,0.000444,True
./MiraBest_data/200_170.300+011.764_0.2193_0050.73.png,train,170.3,11.764,200,./CombinedCat/PNG/Scaled_Final/170.300_+011.764.png,train,170.3,11.764,FRII,0.0,0.010578,True
./MiraBest_data/100_164.335+030.208_0.2453_0040.02.png,train,164.335,30.208,100,./CombinedCat/PNG/Scaled_Final/164.335_+030.208.png,train,164.335,30.208,FRI,0.0,0.0008,True
./MiraBest_data/100_256.372+022.269_0.0496_0083.95.png,train,256.372,22.269,100,./CombinedCat/PNG/Scaled_Final/256.372_+022.269.png,test,256.372,22.269,FRI,0.0,0.0008,True
./MiraBest_data/100_127.949+022.652_0.0864_0123.31.png,train,127.949,22.652,100,./CombinedCat/PNG/Scaled_Final/127.949_+022.652.png,train,127.949,22.652,FRI,0.0,0.0,True
./MiraBest_data/100_166.345+030.162_0.0717_0137.10.png,train,166.345,30.162,100,./CombinedCat/PNG/Scaled_Final/166.345_+030.162.png,train,166.345,30.162,FRI,0.0,0.005956,True
./MiraBest_data/100_118.778+026.354_0.1228_0188.84.png,train,118.778,26.354,100,./CombinedCat/PNG/Scaled_Final/118.778_+026.354.png,train,118.778,26.354,FRI,0.0,0.015956,True
./MiraBest_data/100_148.866+003.755_0.0910_0059.98.png,train,148.866,3.755,100,./CombinedCat/PNG/Scaled_Final/148.866_+003.755.png,train,148.866,3.755,FRI,0.0,0.002267,True
./MiraBest_data/100_197.759+044.999_0.2325_0084.58.png,train,197.759,44.999,100,./CombinedCat/PNG/Scaled_Final/197.759_+044.999.png,train,197.759,44.999,FRI,0.0,0.011911,True
./MiraBest_data/100_208.859+035.429_0.1079_0042.15.png,train,208.859,35.429,100,./CombinedCat/PNG/Scaled_Final/208.859_+035.429.png,train,208.859,35.429,FRI,0.0,0.005111,True
./MiraBest_data/100_231.229+022.443_0.3747_0050.21.png,train,231.229,22.443,100,./CombinedCat/PNG/Scaled_Final/231.229_+022.443.png,train,231.229,22.443,FRI,0.0,0.0176,True
./MiraBest_data/100_151.284+009.209_0.1436_0054.35.png,train,151.284,9.209,100,./CombinedCat/PNG/Scaled_Final/151.284_+009.209.png,train,151.284,9.209,FRI,0.0,0.006889,True
./MiraBest_data/100_227.498+003.003_0.0920_0238.01.png,train,227.498,3.003,100,./CombinedCat/PNG/Scaled_Final/227.498_+003.003.png,train,227.498,3.003,FRI,0.0,0.003022,True
./MiraBest_data/100_116.785+017.291_0.1876_0107.21.png,train,116.785,17.291,100,./CombinedCat/PNG/Scaled_Final/116.785_+017.291.png,train,116.785,17.291,FRI,0.0,0.009333,True
./MiraBest_data/100_196.932+056.851_0.2500_0084.49.png,train,196.932,56.851,100,./CombinedCat/PNG/Scaled_Final/196.932_+056.851.png,train,196.932,56.851,FRI,0.0,0.005467,True
./MiraBest_data/100_173.095+055.972_0.0501_0042.73.png,train,173.095,55.972,100,./CombinedCat/PNG/Scaled_Final/173.095_+055.972.png,train,173.095,55.972,FRI,0.0,0.002178,True
./MiraBest_data/100_150.470-000.878_0.1364_0124.24.png,train,150.47,-0.878,100,./CombinedCat/PNG/Scaled_Final/150.470_-000.878.png,train,150.47,-0.878,FRI,0.0,0.026667,True
./MiraBest_data/100_207.192+018.422_0.1198_0035.54.png,train,207.192,18.422,100,./CombinedCat/PNG/Scaled_Final/207.192_+018.422.png,train,207.192,18.422,FRI,0.0,0.076667,True
./MiraBest_data/100_189.591+058.368_0.2361_0101.75.png,train,189.591,58.368,100,./CombinedCat/PNG/Scaled_Final/189.591_+058.368.png,train,189.591,58.368,FRI,0.0,0.023956,True
./MiraBest_data/100_233.211+057.574_0.1519_0066.98.png,train,233.211,57.574,100,./CombinedCat/PNG/Scaled_Final/233.211_+057.574.png,test,233.211,57.574,FRII,0.0,0.001867,False
./MiraBest_data/100_147.761+010.370_0.2281_0052.19.png,train,147.761,10.37,100,./CombinedCat/PNG/Scaled_Final/147.761_+010.370.png,train,147.761,10.37,FRI,0.0,0.003556,True
./MiraBest_data/100_135.645+020.738_0.0834_0040.38.png,train,135.645,20.738,100,./CombinedCat/PNG/Scaled_Final/135.645_+020.738.png,train,135.645,20.738,FRI,0.0,0.030667,True
./MiraBest_data/100_210.461+020.169_0.2081_0052.60.png,train,210.461,20.169,100,./CombinedCat/PNG/Scaled_Final/210.461_+020.169.png,train,210.461,20.169,FRI,0.0,0.001111,True
./MiraBest_data/100_149.497+003.457_0.1653_0104.36.png,train,149.497,3.457,100,./CombinedCat/PNG/Scaled_Final/149.497_+003.457.png,train,149.497,3.457,FRI,0.0,0.000756,True
./MiraBest_data/100_135.583+009.835_0.2938_0057.11.png,train,135.583,9.835,100,./CombinedCat/PNG/Scaled_Final/135.583_+009.835.png,train,135.583,9.835,FRI,0.0,0.018,True
./MiraBest_data/100_211.575+027.937_0.3858_0115.99.png,train,211.575,27.937,100,./CombinedCat/PNG/Scaled_Final/211.575_+027.937.png,train,211.575,27.937,FRI,0.0,0.000756,True
./MiraBest_data/100_236.788+035.646_0.0794_0268.07.png,train,236.788,35.646,100,./CombinedCat/PNG/Scaled_Final/236.788_+035.646.png,test,236.788,35.646,FRI,0.0,0.017467,True
./MiraBest_data/100_151.236+009.785_0.1615_0180.11.png,train,151.236,9.785,100,./CombinedCat/PNG/Scaled_Final/151.236_+009.785.png,train,151.236,9.785,FRI,0.0,0.0072,True
./MiraBest_data/100_218.473+018.756_0.0759_0095.25.png,train,218.473,18.756,100,./CombinedCat/PNG/Scaled_Final/218.473_+018.756.png,train,218.473,18.756,FRI,0.0,0.007333,True
./MiraBest_data/100_202.528+027.065_0.2770_0075.75.png,train,202.528,27.065,100,./CombinedCat/PNG/Scaled_Final/202.528_+027.065.png,train,202.528,27.065,FRI,0.0,0.003867,True
./MiraBest_data/100_163.937+045.400_0.0636_0096.40.png,train,163.937,45.4,100,./CombinedCat/PNG/Scaled_Final/163.937_+045.400.png,train,163.937,45.4,FRI,0.0,0.000178,True
./MiraBest_data/100_206.481+036.837_0.2543_0033.56.png,train,206.481,36.837,100,./CombinedCat/PNG/Scaled_Final/206.481_+036.837.png,train,206.481,36.837,FRI,0.0,0.000933,True
./MiraBest_data/100_217.955+019.383_0.2136_0041.57.png,train,217.955,19.383,100,./CombinedCat/PNG/Scaled_Final/217.955_+019.383.png,train,217.955,19.383,FRI,0.0,0.010933,True
./MiraBest_data/100_222.361+006.844_0.1400_0139.98.png,train,222.361,6.844,100,./CombinedCat/PNG/Scaled_Final/222.361_+006.844.png,train,222.361,6.844,FRII,0.0,0.004089,False
./MiraBest_data/100_182.838+014.244_0.0637_0034.40.png,train,182.838,14.244,100,./CombinedCat/PNG/Scaled_Final/182.838_+014.244.png,train,182.838,14.244,FRI,0.0,0.001244,True
./MiraBest_data/100_243.922+047.187_0.1986_0068.16.png,train,243.922,47.187,100,./CombinedCat/PNG/Scaled_Final/243.922_+047.187.png,test,243.922,47.187,FRI,0.0,4.4e-05,True
./MiraBest_data/200_174.902+036.130_0.3601_0023.99.png,train,174.902,36.13,200,./CombinedCat/PNG/Scaled_Final/174.902_+036.130.png,train,174.902,36.13,FRII,0.0,0.029867,True
./MiraBest_data/200_201.260+022.801_0.1431_0017.09.png,train,201.26,22.801,200,./CombinedCat/PNG/Scaled_Final/201.260_+022.801.png,train,201.26,22.801,FRII,0.0,0.012756,True
./MiraBest_data/200_228.517+030.146_0.0932_0016.81.png,train,228.517,30.146,200,./CombinedCat/PNG/Scaled_Final/228.517_+030.146.png,train,228.517,30.146,FRII,0.0,0.0,True
./MiraBest_data/200_118.091+033.564_0.1403_0086.52.png,train,118.091,33.564,200,./CombinedCat/PNG/Scaled_Final/118.091_+033.564.png,train,118.091,33.564,FRII,0.0,0.003289,True
./MiraBest_data/200_123.432+026.920_0.3251_0024.09.png,train,123.432,26.92,200,./CombinedCat/PNG/Scaled_Final/123.432_+026.920.png,train,123.432,26.92,FRII,0.0,0.003244,True
./MiraBest_data/200_230.366+001.956_0.2435_0023.94.png,train,230.366,1.956,200,./CombinedCat/PNG/Scaled_Final/230.366_+001.956.png,train,230.366,1.956,FRI,0.0,0.001022,False
./MiraBest_data/200_132.055+057.001_0.1937_0143.37.png,train,132.055,57.001,200,./CombinedCat/PNG/Scaled_Final/132.055_+057.001.png,train,132.055,57.001,FRII,0.0,0.001467,True
./MiraBest_data/200_018.607+000.492_0.3546_0043.51.png,train,18.607,0.492,200,./CombinedCat/PNG/Scaled_Final/018.607_+000.492.png,train,18.607,0.492,FRII,0.0,0.001067,True
./MiraBest_data/200_153.518+006.243_0.1066_0014.15.png,train,153.518,6.243,200,./CombinedCat/PNG/Scaled_Final/153.518_+006.243.png,train,153.518,6.243,FRII,0.0,0.002978,True
./MiraBest_data/200_235.328+051.679_0.1481_0031.15.png,train,235.328,51.679,200,./CombinedCat/PNG/Scaled_Final/235.328_+051.679.png,test,235.328,51.679,FRII,0.0,0.011378,True
./MiraBest_data/200_187.121+004.749_0.3876_0053.38.png,train,187.121,4.749,200,./CombinedCat/PNG/Scaled_Final/187.121_+004.749.png,train,187.121,4.749,FRII,0.0,0.005111,True
./MiraBest_data/200_157.615+061.011_0.3746_0012.83.png,train,157.615,61.011,200,./CombinedCat/PNG/Scaled_Final/157.615_+061.011.png,train,157.615,61.011,FRII,0.0,0.004178,True
./MiraBest_data/200_169.310+025.529_0.3248_0016.32.png,train,169.31,25.529,200,./CombinedCat/PNG/Scaled_Final/169.310_+025.529.png,train,169.31,25.529,FRII,0.0,0.0012,True
./MiraBest_data/200_203.077+060.218_0.3210_0027.79.png,train,203.077,60.218,200,./CombinedCat/PNG/Scaled_Final/203.077_+060.218.png,train,203.077,60.218,FRII,0.0,0.003644,True
./MiraBest_data/200_136.182+019.936_0.0837_0016.90.png,train,136.182,19.936,200,./CombinedCat/PNG/Scaled_Final/136.182_+019.936.png,train,136.182,19.936,FRII,0.0,0.001422,True
./MiraBest_data/200_180.677-001.396_0.2480_0009.10.png,train,180.677,-1.396,200,./CombinedCat/PNG/Scaled_Final/180.677_-001.396.png,train,180.677,-1.396,FRII,0.0,0.006222,True
./MiraBest_data/200_124.759+049.627_0.3471_0008.04.png,train,124.759,49.627,200,./CombinedCat/PNG/Scaled_Final/124.759_+049.627.png,train,124.759,49.627,FRII,0.0,0.001867,True
./MiraBest_data/200_185.620+002.503_0.2290_0017.06.png,train,185.62,2.503,200,./CombinedCat/PNG/Scaled_Final/185.620_+002.503.png,train,185.62,2.503,FRII,0.0,0.000178,True
./MiraBest_data/200_227.366+044.752_0.4886_0023.06.png,train,227.366,44.752,200,./CombinedCat/PNG/Scaled_Final/227.366_+044.752.png,train,227.366,44.752,FRII,0.0,0.000756,True
./MiraBest_data/200_243.475+008.060_0.3083_0008.85.png,train,243.475,8.06,200,./CombinedCat/PNG/Scaled_Final/243.475_+008.060.png,test,243.475,8.06,FRII,0.0,0.000444,True
./MiraBest_data/200_334.241-009.117_0.2722_0010.39.png,train,334.241,-9.117,200,./CombinedCat/PNG/Scaled_Final/334.241_-009.117.png,test,334.241,-9.117,FRII,0.0,0.056311,True
./MiraBest_data/200_208.447+051.960_0.1320_0008.03.png,train,208.447,51.96,200,./CombinedCat/PNG/Scaled_Final/208.447_+051.960.png,train,208.447,51.96,FRII,0.0,0.001778,True
./MiraBest_data/200_176.113+037.142_0.1148_0269.44.png,train,176.113,37.142,200,./CombinedCat/PNG/Scaled_Final/176.113_+037.142.png,train,176.113,37.142,FRII,0.0,0.0,True
./MiraBest_data/200_123.801+038.679_0.1253_0034.24.png,train,123.801,38.679,200,./CombinedCat/PNG/Scaled_Final/123.801_+038.679.png,train,123.801,38.679,FRII,0.0,0.000533,True
./MiraBest_data/200_193.128-001.338_0.3576_0031.88.png,train,193.128,-1.338,200,./CombinedCat/PNG/Scaled_Final/193.128_-001.338.png,train,193.128,-1.338,FRII,0.0,0.002978,True
./MiraBest_data/200_205.395+053.745_0.1409_0079.28.png,train,205.395,53.745,200,./CombinedCat/PNG/Scaled_Final/205.395_+053.745.png,train,205.395,53.745,FRII,0.0,0.0,True
./MiraBest_data/200_182.963+048.820_0.2943_0024.53.png,train,182.963,48.82,200,./CombinedCat/PNG/Scaled_Final/182.963_+048.820.png,train,182.963,48.82,FRII,0.0,0.006089,True
./MiraBest_data/200_121.786+033.455_0.3803_0014.97.png,train,121.786,33.455,200,./CombinedCat/PNG/Scaled_Final/121.786_+033.455.png,train,121.786,33.455,FRII,0.0,0.005556,True
