CUDA Memory Cleared. Current VRAM Usage: 0.00 MB
On device cuda
Getting data loader crumb
Total unique classes found: 2
Label IDs: [0, 1]
Total images in dataset: 2003
Total batches: 86 (at batch size 16)

============================================================
Run 1/1  |  seed=43  |  results -> results/robust_classification/run_20260629_152839_seed43
============================================================

Training robust_classification for 300 epochs
  Batch   0 | t=[0,0] | loss=0.7459 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [11] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  14 | t=[12,71] | loss=0.3392 | acc=15/16 | MISCLASSIFIED: [1] pred=1 true=0 t=59
  Batch  15 | t=[3,69] | loss=0.3968 | acc=12/16 | MISCLASSIFIED: [3] pred=0 true=1 t=58, [6] pred=1 true=0 t=5, [11] pred=0 true=1 t=17, [12] pred=0 true=1 t=69
  Batch  16 | t=[2,72] | loss=0.4828 | acc=13/16 | MISCLASSIFIED: [1] pred=1 true=0 t=68, [5] pred=1 true=0 t=63, [15] pred=0 true=1 t=31
  Batch  17 | t=[0,61] | loss=0.7295 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=31, [2] pred=1 true=0 t=49, [7] pred=0 true=1 t=22, [14] pred=1 true=0 t=56, [15] pred=0 true=1 t=33
  Batch  18 | t=[0,60] | loss=0.6393 | acc=11/16 | MISCLASSIFIED: [5] pred=1 true=0 t=38, [8] pred=0 true=1 t=55, [10] pred=1 true=0 t=60, [11] pred=0 true=1 t=53, [14] pred=1 true=0 t=56
  Batch  19 | t=[2,71] | loss=0.5360 | acc=13/16 | MISCLASSIFIED: [6] pred=1 true=0 t=44, [7] pred=0 true=1 t=34, [11] pred=0 true=1 t=42
  Batch  20 | t=[0,70] | loss=0.6242 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=29, [2] pred=0 true=1 t=33, [3] pred=0 true=1 t=55, [5] pred=0 true=1 t=56, [11] pred=0 true=1 t=21, [15] pred=0 true=1 t=60
  Batch  21 | t=[1,69] | loss=0.4174 | acc=12/16 | MISCLASSIFIED: [3] pred=0 true=1 t=23, [5] pred=1 true=0 t=44, [6] pred=0 true=1 t=14, [8] pred=0 true=1 t=69
  Batch  22 | t=[2,71] | loss=0.7296 | acc=11/16 | MISCLASSIFIED: [0] pred=0 true=1 t=53, [2] pred=1 true=0 t=71, [6] pred=1 true=0 t=23, [12] pred=0 true=1 t=38, [14] pred=0 true=1 t=17
  Batch  23 | t=[4,64] | loss=0.5031 | acc=11/16 | MISCLASSIFIED: [3] pred=0 true=1 t=36, [6] pred=1 true=0 t=63, [9] pred=1 true=0 t=21, [10] pred=0 true=1 t=25, [11] pred=0 true=1 t=64
  Batch  24 | t=[1,70] | loss=0.4331 | acc=13/16 | MISCLASSIFIED: [4] pred=1 true=0 t=66, [6] pred=1 true=0 t=50, [11] pred=0 true=1 t=1
  Batch  25 | t=[0,71] | loss=0.4914 | acc=12/16 | MISCLASSIFIED: [2] pred=0 true=1 t=40, [7] pred=0 true=1 t=41, [8] pred=0 true=1 t=49, [10] pred=1 true=0 t=71
  Batch  26 | t=[2,66] | loss=0.5904 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=66, [8] pred=0 true=1 t=62, [9] pred=0 true=1 t=12, [10] pred=1 true=0 t=49, [12] pred=0 true=1 t=4
  Batch  27 | t=[5,71] | loss=0.5088 | acc=13/16 | MISCLASSIFIED: [4] pred=0 true=1 t=51, [11] pred=0 true=1 t=31, [12] pred=1 true=0 t=12
  Batch  28 | t=[0,64] | loss=0.5585 | acc=12/16 | MISCLASSIFIED: [2] pred=0 true=1 t=57, [3] pred=0 true=1 t=2, [11] pred=0 true=1 t=52, [15] pred=1 true=0 t=42
  Batch  29 | t=[3,66] | loss=0.5950 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=45, [7] pred=0 true=1 t=42, [10] pred=1 true=0 t=56, [11] pred=1 true=0 t=60, [12] pred=1 true=0 t=4
  Batch  30 | t=[9,67] | loss=0.5088 | acc=12/16 | MISCLASSIFIED: [3] pred=1 true=0 t=37, [4] pred=0 true=1 t=27, [7] pred=1 true=0 t=12, [8] pred=0 true=1 t=15
  Batch  31 | t=[0,71] | loss=0.5664 | acc=12/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [6] pred=1 true=0 t=38, [14] pred=1 true=0 t=53, [15] pred=1 true=0 t=10
  Batch  32 | t=[0,66] | loss=0.7013 | acc=11/16 | MISCLASSIFIED: [4] pred=1 true=0 t=9, [5] pred=0 true=1 t=66, [6] pred=0 true=1 t=58, [10] pred=1 true=0 t=62, [13] pred=1 true=0 t=2
  Batch  33 | t=[10,67] | loss=0.4744 | acc=14/16 | MISCLASSIFIED: [2] pred=0 true=1 t=57, [9] pred=1 true=0 t=35
  Batch  34 | t=[0,66] | loss=0.4618 | acc=13/16 | MISCLASSIFIED: [3] pred=0 true=1 t=34, [4] pred=1 true=0 t=29, [11] pred=0 true=1 t=63
  Batch  35 | t=[0,63] | loss=0.3186 | acc=15/16 | MISCLASSIFIED: [11] pred=1 true=0 t=58
  Batch  36 | t=[3,71] | loss=0.3954 | acc=14/16 | MISCLASSIFIED: [7] pred=0 true=1 t=71, [14] pred=0 true=1 t=60
  Batch  37 | t=[3,70] | loss=0.4814 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=48, [3] pred=0 true=1 t=61, [7] pred=0 true=1 t=28, [11] pred=0 true=1 t=47
  Batch  38 | t=[1,59] | loss=0.3434 | acc=15/16 | MISCLASSIFIED: [13] pred=1 true=0 t=31
  Batch  39 | t=[7,68] | loss=0.7705 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=59, [2] pred=0 true=1 t=15, [5] pred=1 true=0 t=35, [9] pred=0 true=1 t=8, [10] pred=0 true=1 t=44
  Batch  40 | t=[0,70] | loss=0.5207 | acc=12/16 | MISCLASSIFIED: [2] pred=1 true=0 t=47, [4] pred=1 true=0 t=12, [8] pred=0 true=1 t=4, [14] pred=0 true=1 t=0
  Batch  41 | t=[7,72] | loss=0.6691 | acc=11/16 | MISCLASSIFIED: [4] pred=1 true=0 t=7, [9] pred=0 true=1 t=12, [10] pred=0 true=1 t=29, [11] pred=0 true=1 t=51, [13] pred=0 true=1 t=40
  Batch  42 | t=[11,72] | loss=0.5260 | acc=13/16 | MISCLASSIFIED: [0] pred=1 true=0 t=36, [14] pred=0 true=1 t=33, [15] pred=1 true=0 t=24
  Batch  43 | t=[4,69] | loss=0.3068 | acc=15/16 | MISCLASSIFIED: [8] pred=0 true=1 t=8
  Batch  44 | t=[7,72] | loss=0.5858 | acc=13/16 | MISCLASSIFIED: [4] pred=0 true=1 t=11, [7] pred=0 true=1 t=7, [8] pred=1 true=0 t=22
  Batch  45 | t=[0,58] | loss=0.5680 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=58, [5] pred=1 true=0 t=0, [8] pred=1 true=0 t=33, [11] pred=1 true=0 t=58, [12] pred=1 true=0 t=10
  Batch  46 | t=[2,67] | loss=0.8693 | acc=9/16 | MISCLASSIFIED: [1] pred=1 true=0 t=14, [2] pred=1 true=0 t=51, [3] pred=1 true=0 t=2, [6] pred=1 true=0 t=26, [13] pred=0 true=1 t=12, [14] pred=1 true=0 t=38, [15] pred=1 true=0 t=63
  Batch  47 | t=[2,69] | loss=0.6219 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=25, [2] pred=1 true=0 t=39, [11] pred=1 true=0 t=20, [13] pred=1 true=0 t=46, [14] pred=1 true=0 t=64
  Batch  48 | t=[2,68] | loss=0.4393 | acc=14/16 | MISCLASSIFIED: [3] pred=1 true=0 t=30, [9] pred=1 true=0 t=68
  Batch  49 | t=[1,71] | loss=0.4694 | acc=12/16 | MISCLASSIFIED: [2] pred=0 true=1 t=63, [7] pred=0 true=1 t=71, [14] pred=0 true=1 t=71, [15] pred=0 true=1 t=10
  Batch  50 | t=[1,72] | loss=0.2942 | acc=15/16 | MISCLASSIFIED: [9] pred=0 true=1 t=21
  Batch  51 | t=[1,69] | loss=0.5249 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=55, [2] pred=1 true=0 t=25, [3] pred=1 true=0 t=25, [5] pred=0 true=1 t=47, [6] pred=1 true=0 t=69, [15] pred=0 true=1 t=22
  Batch  52 | t=[2,53] | loss=0.3288 | acc=15/16 | MISCLASSIFIED: [1] pred=0 true=1 t=18
  Batch  53 | t=[24,72] | loss=0.6458 | acc=12/16 | MISCLASSIFIED: [5] pred=1 true=0 t=46, [6] pred=1 true=0 t=40, [7] pred=1 true=0 t=45, [11] pred=0 true=1 t=29
  Batch  54 | t=[7,71] | loss=0.5401 | acc=11/16 | MISCLASSIFIED: [4] pred=0 true=1 t=43, [9] pred=1 true=0 t=20, [10] pred=0 true=1 t=49, [11] pred=0 true=1 t=7, [15] pred=0 true=1 t=54
  Batch  55 | t=[8,72] | loss=0.5012 | acc=14/16 | MISCLASSIFIED: [3] pred=0 true=1 t=62, [9] pred=1 true=0 t=32
  Batch  56 | t=[0,69] | loss=0.3638 | acc=14/16 | MISCLASSIFIED: [6] pred=1 true=0 t=42, [15] pred=1 true=0 t=52
  Batch  57 | t=[1,70] | loss=0.5688 | acc=12/16 | MISCLASSIFIED: [1] pred=1 true=0 t=33, [2] pred=1 true=0 t=1, [12] pred=1 true=0 t=33, [15] pred=1 true=0 t=21
  Batch  58 | t=[1,60] | loss=0.4644 | acc=12/16 | MISCLASSIFIED: [3] pred=0 true=1 t=12, [7] pred=0 true=1 t=60, [12] pred=1 true=0 t=53, [13] pred=1 true=0 t=9
  Batch  59 | t=[13,72] | loss=0.5333 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=43, [12] pred=1 true=0 t=52, [15] pred=0 true=1 t=46
  Batch  60 | t=[2,68] | loss=0.5064 | acc=11/16 | MISCLASSIFIED: [2] pred=1 true=0 t=40, [9] pred=1 true=0 t=50, [10] pred=1 true=0 t=47, [11] pred=1 true=0 t=14, [13] pred=0 true=1 t=30
  Batch  61 | t=[7,66] | loss=0.4172 | acc=14/16 | MISCLASSIFIED: [3] pred=1 true=0 t=7, [6] pred=1 true=0 t=32
  Batch  62 | t=[7,67] | loss=0.6266 | acc=11/16 | MISCLASSIFIED: [2] pred=1 true=0 t=11, [3] pred=0 true=1 t=40, [6] pred=1 true=0 t=63, [8] pred=0 true=1 t=47, [13] pred=1 true=0 t=42
  Batch  63 | t=[14,67] | loss=0.5511 | acc=12/16 | MISCLASSIFIED: [2] pred=1 true=0 t=15, [6] pred=1 true=0 t=54, [8] pred=1 true=0 t=43, [11] pred=1 true=0 t=34
  Batch  64 | t=[8,64] | loss=0.2557 | acc=15/16 | MISCLASSIFIED: [6] pred=1 true=0 t=8
  Batch  65 | t=[3,69] | loss=0.7558 | acc=11/16 | MISCLASSIFIED: [2] pred=1 true=0 t=12, [3] pred=1 true=0 t=59, [4] pred=0 true=1 t=67, [13] pred=0 true=1 t=3, [14] pred=0 true=1 t=18
  Batch  66 | t=[9,65] | loss=0.2456 | acc=16/16
  Batch  67 | t=[21,71] | loss=0.3889 | acc=15/16 | MISCLASSIFIED: [3] pred=0 true=1 t=71
  Batch  68 | t=[16,69] | loss=0.4174 | acc=15/16 | MISCLASSIFIED: [11] pred=1 true=0 t=69
  Batch  69 | t=[1,71] | loss=0.3871 | acc=14/16 | MISCLASSIFIED: [11] pred=0 true=1 t=68, [14] pred=0 true=1 t=1
  Batch  70 | t=[1,71] | loss=0.6054 | acc=12/16 | MISCLASSIFIED: [2] pred=0 true=1 t=53, [4] pred=0 true=1 t=34, [7] pred=0 true=1 t=34, [12] pred=1 true=0 t=55
  Batch  71 | t=[2,70] | loss=0.4038 | acc=14/16 | MISCLASSIFIED: [0] pred=0 true=1 t=70, [1] pred=1 true=0 t=3
  Batch  72 | t=[2,63] | loss=0.3211 | acc=15/16 | MISCLASSIFIED: [10] pred=1 true=0 t=12
  Batch  73 | t=[2,72] | loss=0.4660 | acc=14/16 | MISCLASSIFIED: [4] pred=1 true=0 t=41, [14] pred=0 true=1 t=58
  Batch  74 | t=[0,70] | loss=0.3642 | acc=15/16 | MISCLASSIFIED: [12] pred=0 true=1 t=27
  Batch  75 | t=[1,67] | loss=0.3539 | acc=14/16 | MISCLASSIFIED: [0] pred=1 true=0 t=42, [6] pred=0 true=1 t=58
  Batch  76 | t=[7,67] | loss=0.6158 | acc=13/16 | MISCLASSIFIED: [3] pred=1 true=0 t=67, [7] pred=1 true=0 t=10, [11] pred=1 true=0 t=18
  Batch  77 | t=[0,68] | loss=0.7215 | acc=10/16 | MISCLASSIFIED: [4] pred=1 true=0 t=26, [5] pred=1 true=0 t=63, [10] pred=0 true=1 t=43, [11] pred=1 true=0 t=34, [12] pred=0 true=1 t=5, [13] pred=0 true=1 t=46
  Batch  78 | t=[1,71] | loss=0.5324 | acc=13/16 | MISCLASSIFIED: [0] pred=0 true=1 t=52, [2] pred=1 true=0 t=29, [5] pred=0 true=1 t=55
  Batch  79 | t=[1,72] | loss=0.8113 | acc=10/16 | MISCLASSIFIED: [5] pred=1 true=0 t=27, [9] pred=0 true=1 t=1, [10] pred=1 true=0 t=53, [11] pred=1 true=0 t=54, [12] pred=1 true=0 t=16, [14] pred=1 true=0 t=18
  Batch  80 | t=[3,72] | loss=0.4128 | acc=15/16 | MISCLASSIFIED: [7] pred=0 true=1 t=5
  Batch  81 | t=[5,72] | loss=0.4179 | acc=13/16 | MISCLASSIFIED: [7] pred=0 true=1 t=47, [11] pred=1 true=0 t=16, [14] pred=1 true=0 t=67
  Batch  82 | t=[0,69] | loss=0.3026 | acc=16/16
  Batch  83 | t=[1,70] | loss=0.5294 | acc=11/16 | MISCLASSIFIED: [2] pred=0 true=1 t=44, [3] pred=1 true=0 t=68, [9] pred=1 true=0 t=45, [10] pred=1 true=0 t=52, [15] pred=1 true=0 t=70
  Batch  84 | t=[5,72] | loss=0.4662 | acc=13/16 | MISCLASSIFIED: [1] pred=0 true=1 t=56, [6] pred=0 true=1 t=51, [7] pred=1 true=0 t=6
  Batch  85 | t=[5,68] | loss=0.9367 | acc=7/14 | MISCLASSIFIED: [0] pred=0 true=1 t=15, [1] pred=0 true=1 t=49, [2] pred=0 true=1 t=40, [6] pred=0 true=1 t=63, [7] pred=0 true=1 t=64, [9] pred=0 true=1 t=55, [13] pred=0 true=1 t=57
Epoch 22 [warmup] | Loss: 0.5057 | Val Loss: 0.5969 | Val Acc: 74.1% | LR: 3.17e-03
--- Saved model to checkpoints/robust_classification/state.pt ---
  Batch   0 | t=[15,75] | loss=0.4497 | acc=13/16 | MISCLASSIFIED: [1] pred=0 true=1 t=26, [7] pred=1 true=0 t=73, [10] pred=1 true=0 t=36
  Batch   1 | t=[3,74] | loss=0.6177 | acc=13/16 | MISCLASSIFIED: [3] pred=0 true=1 t=49, [9] pred=1 true=0 t=60, [14] pred=0 true=1 t=28
  Batch   2 | t=[3,72] | loss=0.4846 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=56, [1] pred=1 true=0 t=12, [2] pred=0 true=1 t=50, [4] pred=1 true=0 t=61, [13] pred=1 true=0 t=3
  Batch   3 | t=[4,68] | loss=0.4535 | acc=13/16 | MISCLASSIFIED: [0] pred=1 true=0 t=46, [5] pred=1 true=0 t=10, [7] pred=0 true=1 t=38
  Batch   4 | t=[18,65] | loss=0.7661 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=30, [6] pred=1 true=0 t=65, [7] pred=1 true=0 t=55, [12] pred=1 true=0 t=55, [13] pred=1 true=0 t=45
  Batch   5 | t=[9,73] | loss=0.4491 | acc=14/16 | MISCLASSIFIED: [7] pred=1 true=0 t=68, [14] pred=1 true=0 t=44
  Batch   6 | t=[7,71] | loss=0.5657 | acc=11/16 | MISCLASSIFIED: [9] pred=0 true=1 t=45, [10] pred=1 true=0 t=71, [11] pred=0 true=1 t=17, [12] pred=0 true=1 t=57, [15] pred=1 true=0 t=59
  Batch   7 | t=[0,68] | loss=0.2942 | acc=15/16 | MISCLASSIFIED: [9] pred=0 true=1 t=26
  Batch   8 | t=[8,75] | loss=0.5102 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=52, [2] pred=1 true=0 t=8, [3] pred=1 true=0 t=64, [5] pred=0 true=1 t=71, [7] pred=0 true=1 t=18
  Batch   9 | t=[1,71] | loss=0.5566 | acc=11/16 | MISCLASSIFIED: [4] pred=0 true=1 t=16, [7] pred=0 true=1 t=24, [8] pred=0 true=1 t=21, [11] pred=0 true=1 t=71, [13] pred=0 true=1 t=32
  Batch  10 | t=[15,70] | loss=0.3908 | acc=13/16 | MISCLASSIFIED: [4] pred=0 true=1 t=70, [5] pred=1 true=0 t=32, [7] pred=1 true=0 t=31
  Batch  11 | t=[4,74] | loss=0.7691 | acc=8/16 | MISCLASSIFIED: [3] pred=0 true=1 t=52, [5] pred=0 true=1 t=70, [6] pred=0 true=1 t=4, [7] pred=0 true=1 t=9, [8] pred=0 true=1 t=70, [11] pred=0 true=1 t=8, [13] pred=0 true=1 t=25, [15] pred=1 true=0 t=41
  Batch  12 | t=[1,74] | loss=0.7688 | acc=10/16 | MISCLASSIFIED: [2] pred=1 true=0 t=1, [3] pred=0 true=1 t=38, [7] pred=0 true=1 t=14, [10] pred=0 true=1 t=26, [12] pred=0 true=1 t=44, [13] pred=0 true=1 t=68
  Batch  13 | t=[6,71] | loss=0.3263 | acc=14/16 | MISCLASSIFIED: [5] pred=1 true=0 t=25, [15] pred=0 true=1 t=9
  Batch  14 | t=[1,64] | loss=0.6342 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=23, [1] pred=1 true=0 t=55, [4] pred=1 true=0 t=64, [5] pred=0 true=1 t=21, [8] pred=1 true=0 t=19, [15] pred=1 true=0 t=32
  Batch  15 | t=[10,75] | loss=0.7818 | acc=13/16 | MISCLASSIFIED: [1] pred=0 true=1 t=25, [11] pred=1 true=0 t=25, [14] pred=1 true=0 t=71
  Batch  16 | t=[2,63] | loss=0.5642 | acc=13/16 | MISCLASSIFIED: [1] pred=0 true=1 t=49, [5] pred=0 true=1 t=12, [11] pred=0 true=1 t=53
  Batch  17 | t=[11,69] | loss=0.4463 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=30, [2] pred=1 true=0 t=63, [5] pred=1 true=0 t=52, [8] pred=1 true=0 t=23
  Batch  18 | t=[2,75] | loss=0.4662 | acc=13/16 | MISCLASSIFIED: [0] pred=0 true=1 t=31, [2] pred=1 true=0 t=26, [7] pred=1 true=0 t=53
  Batch  19 | t=[0,71] | loss=0.2349 | acc=16/16
  Batch  20 | t=[8,70] | loss=0.3560 | acc=13/16 | MISCLASSIFIED: [4] pred=1 true=0 t=20, [9] pred=1 true=0 t=35, [11] pred=0 true=1 t=37
  Batch  21 | t=[2,73] | loss=0.3963 | acc=14/16 | MISCLASSIFIED: [5] pred=1 true=0 t=17, [9] pred=0 true=1 t=3
  Batch  22 | t=[2,74] | loss=0.6159 | acc=13/16 | MISCLASSIFIED: [0] pred=1 true=0 t=29, [9] pred=1 true=0 t=74, [11] pred=1 true=0 t=56
  Batch  23 | t=[6,70] | loss=0.7639 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=54, [3] pred=1 true=0 t=53, [5] pred=0 true=1 t=59, [6] pred=1 true=0 t=15, [8] pred=1 true=0 t=46, [9] pred=1 true=0 t=28, [14] pred=1 true=0 t=7
  Batch  24 | t=[4,75] | loss=0.4789 | acc=13/16 | MISCLASSIFIED: [0] pred=1 true=0 t=27, [5] pred=1 true=0 t=75, [15] pred=0 true=1 t=4
  Batch  25 | t=[2,74] | loss=0.6399 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=61, [2] pred=1 true=0 t=31, [5] pred=1 true=0 t=49, [10] pred=0 true=1 t=58, [14] pred=1 true=0 t=74
  Batch  26 | t=[1,69] | loss=0.5936 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=10, [6] pred=1 true=0 t=35, [12] pred=0 true=1 t=69, [15] pred=1 true=0 t=9
  Batch  27 | t=[1,75] | loss=0.5462 | acc=13/16 | MISCLASSIFIED: [4] pred=1 true=0 t=15, [9] pred=0 true=1 t=28, [15] pred=1 true=0 t=75
  Batch  28 | t=[2,70] | loss=0.4193 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=69, [7] pred=1 true=0 t=5, [8] pred=0 true=1 t=65
  Batch  29 | t=[2,75] | loss=0.4923 | acc=13/16 | MISCLASSIFIED: [3] pred=1 true=0 t=75, [6] pred=0 true=1 t=20, [15] pred=1 true=0 t=69
  Batch  30 | t=[1,74] | loss=0.8079 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=22, [2] pred=1 true=0 t=6, [3] pred=1 true=0 t=1, [4] pred=0 true=1 t=31, [7] pred=1 true=0 t=60, [8] pred=1 true=0 t=34, [15] pred=0 true=1 t=74
  Batch  31 | t=[7,75] | loss=0.6136 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=75, [1] pred=0 true=1 t=22, [5] pred=1 true=0 t=36, [6] pred=0 true=1 t=46, [15] pred=1 true=0 t=55
  Batch  32 | t=[3,68] | loss=0.6750 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=30, [3] pred=0 true=1 t=68, [4] pred=1 true=0 t=45, [6] pred=1 true=0 t=3, [7] pred=1 true=0 t=29, [9] pred=0 true=1 t=59
  Batch  33 | t=[8,72] | loss=0.4206 | acc=14/16 | MISCLASSIFIED: [3] pred=1 true=0 t=69, [12] pred=0 true=1 t=13
  Batch  34 | t=[2,74] | loss=0.5144 | acc=11/16 | MISCLASSIFIED: [3] pred=1 true=0 t=45, [4] pred=0 true=1 t=74, [5] pred=0 true=1 t=48, [13] pred=0 true=1 t=60, [14] pred=1 true=0 t=19
  Batch  35 | t=[8,75] | loss=0.4168 | acc=12/16 | MISCLASSIFIED: [3] pred=0 true=1 t=69, [10] pred=0 true=1 t=75, [13] pred=1 true=0 t=69, [15] pred=1 true=0 t=28
  Batch  36 | t=[19,75] | loss=0.5699 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=29, [1] pred=1 true=0 t=75, [9] pred=0 true=1 t=53, [11] pred=0 true=1 t=46, [14] pred=1 true=0 t=52
  Batch  37 | t=[1,75] | loss=0.4281 | acc=14/16 | MISCLASSIFIED: [11] pred=0 true=1 t=75, [15] pred=1 true=0 t=48
  Batch  38 | t=[3,75] | loss=0.9829 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=32, [1] pred=1 true=0 t=19, [6] pred=0 true=1 t=14, [9] pred=0 true=1 t=37, [10] pred=0 true=1 t=3
  Batch  39 | t=[5,68] | loss=0.4189 | acc=14/16 | MISCLASSIFIED: [11] pred=0 true=1 t=66, [12] pred=1 true=0 t=25
  Batch  40 | t=[3,75] | loss=0.4522 | acc=13/16 | MISCLASSIFIED: [2] pred=1 true=0 t=67, [5] pred=1 true=0 t=75, [13] pred=0 true=1 t=22
  Batch  41 | t=[16,72] | loss=0.6329 | acc=10/16 | MISCLASSIFIED: [3] pred=0 true=1 t=34, [9] pred=0 true=1 t=30, [12] pred=0 true=1 t=48, [13] pred=1 true=0 t=72, [14] pred=0 true=1 t=52, [15] pred=1 true=0 t=55
  Batch  42 | t=[3,71] | loss=0.6836 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=68, [2] pred=1 true=0 t=5, [7] pred=0 true=1 t=53, [8] pred=1 true=0 t=71, [14] pred=1 true=0 t=41, [15] pred=1 true=0 t=59
  Batch  43 | t=[3,73] | loss=0.5518 | acc=12/16 | MISCLASSIFIED: [1] pred=1 true=0 t=28, [7] pred=1 true=0 t=8, [12] pred=1 true=0 t=63, [15] pred=1 true=0 t=31
  Batch  44 | t=[5,72] | loss=0.5910 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=41, [5] pred=1 true=0 t=49, [8] pred=1 true=0 t=5, [12] pred=1 true=0 t=66, [14] pred=1 true=0 t=66
  Batch  45 | t=[2,65] | loss=0.4437 | acc=13/16 | MISCLASSIFIED: [1] pred=1 true=0 t=7, [4] pred=1 true=0 t=9, [13] pred=0 true=1 t=33
  Batch  46 | t=[2,72] | loss=0.4291 | acc=14/16 | MISCLASSIFIED: [2] pred=1 true=0 t=33, [10] pred=1 true=0 t=61
  Batch  47 | t=[0,70] | loss=0.3295 | acc=15/16 | MISCLASSIFIED: [2] pred=0 true=1 t=70
  Batch  48 | t=[3,75] | loss=0.3759 | acc=14/16 | MISCLASSIFIED: [10] pred=1 true=0 t=64, [15] pred=0 true=1 t=55
  Batch  49 | t=[5,53] | loss=0.7241 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=48, [4] pred=0 true=1 t=49, [10] pred=0 true=1 t=33, [13] pred=1 true=0 t=53, [15] pred=0 true=1 t=15
  Batch  50 | t=[0,67] | loss=0.5040 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=40, [7] pred=0 true=1 t=24, [10] pred=1 true=0 t=67, [14] pred=0 true=1 t=44, [15] pred=0 true=1 t=9
  Batch  51 | t=[0,64] | loss=0.5320 | acc=13/16 | MISCLASSIFIED: [7] pred=1 true=0 t=45, [9] pred=0 true=1 t=18, [14] pred=0 true=1 t=50
  Batch  52 | t=[2,72] | loss=0.4005 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=46, [6] pred=0 true=1 t=7, [10] pred=0 true=1 t=35
  Batch  53 | t=[4,74] | loss=0.5394 | acc=12/16 | MISCLASSIFIED: [2] pred=0 true=1 t=50, [9] pred=0 true=1 t=41, [10] pred=0 true=1 t=67, [13] pred=0 true=1 t=69
  Batch  54 | t=[1,61] | loss=0.3923 | acc=14/16 | MISCLASSIFIED: [2] pred=0 true=1 t=37, [3] pred=1 true=0 t=11
  Batch  55 | t=[2,74] | loss=0.4406 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=34, [8] pred=0 true=1 t=26, [9] pred=0 true=1 t=2, [14] pred=0 true=1 t=16
  Batch  56 | t=[6,74] | loss=0.7075 | acc=10/16 | MISCLASSIFIED: [6] pred=1 true=0 t=6, [7] pred=0 true=1 t=50, [8] pred=1 true=0 t=60, [11] pred=0 true=1 t=57, [12] pred=1 true=0 t=26, [15] pred=1 true=0 t=60
  Batch  57 | t=[8,75] | loss=0.5193 | acc=13/16 | MISCLASSIFIED: [0] pred=1 true=0 t=11, [1] pred=1 true=0 t=41, [14] pred=1 true=0 t=43
  Batch  58 | t=[0,70] | loss=0.5260 | acc=12/16 | MISCLASSIFIED: [3] pred=1 true=0 t=53, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=44, [9] pred=0 true=1 t=37
  Batch  59 | t=[0,72] | loss=0.3773 | acc=14/16 | MISCLASSIFIED: [5] pred=1 true=0 t=27, [10] pred=0 true=1 t=72
  Batch  60 | t=[4,71] | loss=0.5771 | acc=11/16 | MISCLASSIFIED: [3] pred=1 true=0 t=71, [5] pred=1 true=0 t=29, [7] pred=1 true=0 t=4, [13] pred=1 true=0 t=58, [15] pred=1 true=0 t=33
  Batch  61 | t=[3,73] | loss=0.8370 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=33, [2] pred=1 true=0 t=16, [4] pred=1 true=0 t=3, [7] pred=1 true=0 t=73, [13] pred=1 true=0 t=28, [14] pred=1 true=0 t=49
